No,Yapı,Koordinat,Ada/Parsel,Adres,İşlev,Kat Sayısı,Tescil Bilgisi,Yapım Yılı,Mimarı,Değişmişlik Durumu,Foto,Açıklama,bolge,lat,lon,radius
4_10_78,,"39.924629137876124, 32.87253048329099",5589-05-01 00:00:00,"Çamlıtepe, Şht. Coşkun Sk. No:14, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,Buse kentsel dönüşüm yazmış. Kontrol.,4,39.924629137876124,32.87253048329099,4.8
4_10_79,,"39.92446458107984, 32.87241783051691",5589-06-01 00:00:00,"Çamlıtepe, Şht. Coşkun Sk. No:16, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92446458107984,32.87241783051691,4.8
4_10_80,,"39.924510967060606, 32.872771334814885",8122-03-01 00:00:00,"Çamlıtepe, Şht. Coşkun Sk. No:19, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,4,39.924510967060606,32.872771334814885,6.066666666666666
4_10_81,,"39.924720776764374, 32.8726559998319",8122-04-01 00:00:00,"Çamlıtepe, Şht. Coşkun Sk. No:17, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.924720776764374,32.8726559998319,4.8
4_10_82,,"39.924877105145306, 32.8726559998319",8122-05-01 00:00:00,"Çamlıtepe, Tevekküller Sk. No:34, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,4,39.924877105145306,32.8726559998319,6.066666666666666
4_10_83,,"39.924944984462705, 32.87290544526023",8122-11-01 00:00:00,"Çamlıtepe, Tevekküller Sk. No:36, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,Kentsel dönüşüm sonrası yeni yapı? ,4,39.924944984462705,32.87290544526023,7.333333333333333
4_10_84,,"39.92482568137495, 32.872975182701644",8122-08-01 00:00:00,"Çamlıtepe, Tepealtı Sk. No:3, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,Kentsel dönüşüm sonrası yeni yapı? ,4,39.92482568137495,32.872975182701644,7.333333333333333
4_10_85,,"39.924652897224455, 32.87322194592107",8122-10-01 00:00:00,"Çamlıtepe, Tepealtı Sk. No:5, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,Kentsel dönüşüm sonrası yeni yapı? ,4,39.924652897224455,32.87322194592107,7.333333333333333
4_10_86,,"39.92457477588233, 32.87298590130201",8122-02-01 00:00:00,"Çamlıtepe, Şht. Gülersin Sk. No:7, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,Kentsel dönüşüm sonrası yeni yapı? ,4,39.92457477588233,32.87298590130201,4.8
4_11_1,,"39.923379211841066, 32.87025231749425",8121-02-01 00:00:00,"Topraklık, Kıbrıs Cd. No: 29, 06590 Çankaya/Ankara",Konut + Ticaret,4.0,Değil,,,,,,4,39.923379211841066,32.87025231749425,6.066666666666666
4_11_2,,"39.92355366472177, 32.870562531767625",8121-03-01 00:00:00,"Topraklık, Tevekküller Sk. No:4, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,Dönem yapısı?,4,39.92355366472177,32.870562531767625,4.8
4_11_3,,"39.92369654924453, 32.87075162684163",8121-04-01 00:00:00,"Topraklık, Tevekküller Sk. No:6, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92369654924453,32.87075162684163,4.8
4_11_4,,"39.92386289205293, 32.87101024217845",8121-05-01 00:00:00,"Topraklık, Tevekküller Sk. No:8, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,4,39.92386289205293,32.87101024217845,6.066666666666666
4_11_5,,"39.92393966551668, 32.871051954327136",8121-06-01 00:00:00,"Topraklık, Tevekküller Sk. No:10, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,4,39.92393966551668,32.871051954327136,6.066666666666666
4_11_6,Çamlıtepe Camii,"39.92414865950962, 32.87138843232647",8121/17,"Topraklık, Tevekküller Sk. No:12, 06590 Çankaya/Ankara",Cami,1.0,Değil,,,,,,4,39.92414865950962,32.87138843232647,2.2666666666666666
4_11_7,Çamlıtepe Camii Derneği,"39.923997245558, 32.87139955556612",8121-07-01 00:00:00,"Topraklık, Çamkoru Sk. No:4, 06590 Çankaya/Ankara",Dernek,1.0,Değil,,,,,,4,39.923997245558,32.87139955556612,2.2666666666666666
4_11_8,,"39.92376091036278, 32.871557812852934",8121-11-01 00:00:00,"Topraklık, Çamkoru Sk. No:6, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92376091036278,32.871557812852934,4.8
4_11_9,,"39.92366217508041, 32.87109110850317",8121/18,"Topraklık, Nazlı Sk. No:7, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92366217508041,32.87109110850317,4.8
4_11_10,,"39.92348329456485, 32.870795589897135",8121/14,"Topraklık, Nazlı Sk. No:5, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,4,39.92348329456485,32.870795589897135,6.066666666666666
4_11_11,,"39.92335228605144, 32.87057115325817",8121/15,"Topraklık, Nazlı Sk. No:3, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,Kentsel dönüşüm sonrası yeni yapı? ,4,39.92335228605144,32.87057115325817,6.066666666666666
4_11_12,,"39.92330486565904, 32.87042143298153",8121-01-01 00:00:00,"Topraklık, Kıbrıs Cd. No:31, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,Değil,,,,,,4,39.92330486565904,32.87042143298153,7.333333333333333
4_11_13,,"39.9230707668351, 32.87067287471106",5933-07-01 00:00:00,"Topraklık, Nazlı Sk. No:2, 06590 Çankaya/Ankara",Konut + Ticaret,4.0,Değil,,,,,Dönem yapısı?,4,39.9230707668351,32.87067287471106,6.066666666666666
4_11_14,,"39.92323391071241, 32.870964607844705",5933-08-01 00:00:00,"Topraklık, Nazlı Sk. No:4, 06590 Çankaya/Ankara",Konut + Ticaret,3.0,Değil,,,,,,4,39.92323391071241,32.870964607844705,4.8
4_11_15,,"39.9233033396844, 32.871014917023764",5933-09-01 00:00:00,"Topraklık, Nazlı Sk. No:6, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.9233033396844,32.871014917023764,4.8
4_11_16,,"39.923439539631225, 32.87143204770879",5933-10-01 00:00:00,"Topraklık, Çamkoru Sk. No:8, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,4,39.923439539631225,32.87143204770879,6.066666666666666
4_11_17,,"39.923240010998, 32.87158761582538",5933-11-01 00:00:00,"Topraklık, Çamkoru Sk. No:10, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.923240010998,32.87158761582538,4.8
4_11_18,,"39.92300139867316, 32.87140522561972",5933-12-01 00:00:00,"Topraklık, Çamkoru Sk. No:12, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92300139867316,32.87140522561972,4.8
4_11_19,,"39.92282898194498, 32.87147933236627",5933/13,"Topraklık, Çamkoru Sk. No:14, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92282898194498,32.87147933236627,4.8
4_11_20,,"39.92255128482065, 32.8716080783938",5933/14,"Topraklık, Çamkoru Sk. No:16, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92255128482065,32.8716080783938,4.8
4_11_21,,"39.92239495112921, 32.87158393851363",5933/15,"Topraklık, Çamkoru Sk. No:18, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92239495112921,32.87158393851363,4.8
4_11_22,,"39.92219541944309, 32.87174487106134",29320/1,"Topraklık, Çamkoru Sk. No:20, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,Kentsel dönüşüm sonrası yeni yapı? ,4,39.92219541944309,32.87174487106134,6.066666666666666
4_11_23,,"39.92211519520276, 32.871825337328545",29320/2,"Topraklık, Çamkoru Sk. No:22, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92211519520276,32.871825337328545,4.8
4_11_24,,"39.92201591129786, 32.87199597899297",29320/3,"Topraklık, Çamkoru Sk. No:24, 06590 Çankaya/Ankara",Konut,2.0,Değil,,,,,Dönem yapısı?,4,39.92201591129786,32.87199597899297,3.533333333333333
4_11_25,,"39.9219658542835, 32.87203774585938",29320/4,"Topraklık, Çamkoru Sk. No:26, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.9219658542835,32.87203774585938,4.8
4_11_26,,"39.92188357273426, 32.87223891152741",29320/5,"Topraklık, Çamkoru Sk. No:28, 06590 Çankaya/Ankara",Konut,2.0,Değil,,,,,Dönem yapısı?,4,39.92188357273426,32.87223891152741,3.533333333333333
4_11_27,Yükseköğrenim Kredi ve Yurtlar Kurumu Mahmut Nedim Zapçı Yurdu,"39.92170666706927, 32.87262514962069",29320/6,"Topraklık, Çamkoru Sk. No:30, 06590 Çankaya/Ankara",Yurt + Ticaret,6.0,Değil,,,,,,4,39.92170666706927,32.87262514962069,8.6
4_11_28,,"39.921716952288634, 32.872002877157236",29320/7,"Topraklık, Kıbrıs Cd. No:55, 06600 Çankaya/Ankara",Konut + Ticaret,4.0,Değil,,,,,,4,39.921716952288634,32.872002877157236,6.066666666666666
4_11_29,,"39.92179561860825, 32.87184739023623",29320/8,"Topraklık, Kıbrıs Cd. No:53, 06600 Çankaya/Ankara",Konut + Ticaret,4.0,Değil,,,,,,4,39.92179561860825,32.87184739023623,6.066666666666666
4_11_30,,"39.92192751844153, 32.87166792621972",29320/9,"Topraklık, Kıbrıs Cd. No:51, 06600 Çankaya/Ankara",Konut + Ticaret,4.0,Değil,,,,,,4,39.92192751844153,32.87166792621972,6.066666666666666
4_11_31,,"39.92201210624788, 32.87154828353512",29320/10,"Topraklık, Kıbrıs Cd. No:49, 06600 Çankaya/Ankara",Konut + Ticaret,4.0,Değil,,,,,,4,39.92201210624788,32.87154828353512,6.066666666666666
4_11_32,,"39.922126801406876, 32.87146602919422",29320/11,"Topraklık, Kıbrıs Cd. No:47, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,Değil,,,,,,4,39.922126801406876,32.87146602919422,7.333333333333333
4_11_33,Topraklık Parkı,"39.92422442438072, 32.87161514431857",5588/25,"Topraklık, 06600 Çankaya/Ankara",Park,0.0,-,,,,,,4,39.92422442438072,32.87161514431857,1.0
4_11_34,Topraklık  Mahallesi Muhtarlığı,"39.9239418313246, 32.8716044558152",5588/25,"Topraklık, 06600 Çankaya/Ankara",Muhtarlık,1.0,Değil,,,,,,4,39.9239418313246,32.8716044558152,2.2666666666666666
4_11_35,,"39.92382427190057, 32.8717932669159",5588/23,"Topraklık, Çamkoru Sk. No:3, 06590 Çankaya/Ankara",Konut + Ticaret,3.0,Değil,,,,,,4,39.92382427190057,32.8717932669159,4.8
4_11_36,,"39.92361290838231, 32.87172460599533",5588-07-01 00:00:00,"Topraklık, Çamkoru Sk. No:7, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,Dönem yapısı?,4,39.92361290838231,32.87172460599533,4.8
4_11_37,,"39.923418482644784, 32.871748728068276",5588-06-01 00:00:00,"Topraklık, Çamkoru Sk. No:9, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,4,39.923418482644784,32.871748728068276,6.066666666666666
4_11_38,,"39.923290131814774, 32.87164055750312",5588-05-01 00:00:00,"Topraklık, Çamkoru Sk. No11, 06590 Çankaya/Ankara",-,0.0,-,,,,,Yıkılmış,4,39.923290131814774,32.87164055750312,1.0
4_11_39,,"39.9231235147975, 32.87186049863348",5588-04-01 00:00:00,"Topraklık, Çamkoru Sk. No:13, 06590 Çankaya/Ankara",Konut,2.0,Değil,,,,,Dönem yapısı?,4,39.9231235147975,32.87186049863348,3.533333333333333
4_11_40,,"39.92297335343459, 32.871798807828625",5588-03-01 00:00:00,"Topraklık, Çamkoru Sk. No:15, 06590 Çankaya/Ankara",Konut,2.0,Değil,,,,,Dönem yapısı?,4,39.92297335343459,32.871798807828625,3.533333333333333
4_11_41,,"39.92284581885926, 32.871812218880834",5588-02-01 00:00:00,"Topraklık, Çamkoru Sk. No:17, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,4,39.92284581885926,32.871812218880834,6.066666666666666
4_11_42,,"39.92269407687604, 32.87188697816467",5588-01-01 00:00:00,"Topraklık, Çamkoru Sk. No:19, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,Değil,,,,,,4,39.92269407687604,32.87188697816467,7.333333333333333
4_11_43,,"39.922810354813066, 32.87217163668033",5588/20,"Topraklık, Hoca Efendi Sk. No:7, 06590 Çankaya/Ankara",Konut,2.0,Değil,,,,,,4,39.922810354813066,32.87217163668033,3.533333333333333
4_11_44,,"39.92298520062039, 32.872142132382336",5588/19,"Topraklık, Bükülü Sk. No:1, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92298520062039,32.872142132382336,4.8
4_11_45,,"39.92315593197783, 32.87212067471108",5588/18,"Topraklık, Bükülü Sk. No:3, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92315593197783,32.87212067471108,4.8
4_11_46,,"39.923306092947215, 32.87210458146325",5588/17,"Topraklık, Bükülü Sk. No:5, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.923306092947215,32.87210458146325,4.8
4_11_47,,"39.923466538543224, 32.872013386360415",5588/16,"Topraklık, Bükülü Sk. No:7, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.923466538543224,32.872013386360415,4.8
4_11_48,,"39.923596128949214, 32.87196242439691",5588/15,"Topraklık, Bükülü Sk. No:9, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.923596128949214,32.87196242439691,4.8
4_11_49,,"39.92375009649465, 32.87199770353066",5588/14,"Topraklık, Bükülü Sk. No:11, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92375009649465,32.87199770353066,4.8
4_11_50,,"39.92385681154279, 32.871977574695016",5588/13,"Topraklık, Bükülü Sk. No:13, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92385681154279,32.871977574695016,4.8
4_11_51,,"39.92370626581784, 32.87244112962865",5587-06-01 00:00:00,"Topraklık, Bükülü Sk. No:10, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92370626581784,32.87244112962865,4.8
4_11_52,,"39.92357219874916, 32.872350101470914",5587-05-01 00:00:00,"Topraklık, Bükülü Sk. No:8, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92357219874916,32.872350101470914,4.8
4_11_53,,"39.923407125654016, 32.8722951237864",5587-03-01 00:00:00,"Topraklık, Bükülü Sk. No:6, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.923407125654016,32.8722951237864,4.8
4_11_54,,"39.923247038706535, 32.872337934814865",5587-02-01 00:00:00,"Topraklık, Bükülü Sk. No:4, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.923247038706535,32.872337934814865,7.333333333333333
4_11_55,,"39.92309178179499, 32.87233784156142",5587-01-01 00:00:00,"Topraklık, Bükülü Sk. No:2, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,Değil,,,,,,4,39.92309178179499,32.87233784156142,7.333333333333333
4_11_56,,"39.92342058264408, 32.872480423770334",5587-03-01 00:00:00,"Topraklık, Hoca Efendi Sk. No:13, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92342058264408,32.872480423770334,4.8
4_11_57,,"39.92361805376322, 32.87252602132177",8119-04-01 00:00:00,"Topraklık, Hoca Efendi Sk. No:15, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92361805376322,32.87252602132177,4.8
4_11_58,,"39.92336275365398, 32.872846588188146",5584-10-01 00:00:00,"Topraklık, Yalvaç Sk. No:12, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92336275365398,32.872846588188146,4.8
4_11_59,,"39.92321259281574, 32.8732167330173",8117/20,"Topraklık, Yalvaç Sk. No:14, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,4,39.92321259281574,32.8732167330173,6.066666666666666
4_11_60,,"39.92308300168533, 32.87309335141546",5584-12-01 00:00:00,"Topraklık, Tepealtı Sk. No:15, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,Kentsel dönüşüm sonrası yeni yapı? ,4,39.92308300168533,32.87309335141546,6.066666666666666
4_11_61,,"39.923013063515896, 32.873010202939355",5584/13,"Topraklık, Tepealtı Sk. No:13, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.923013063515896,32.873010202939355,4.8
4_11_62,,"39.922906910869585, 32.87267355935251",5584-07-01 00:00:00,"Topraklık, Tepealtı Sk. No:11, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.922906910869585,32.87267355935251,7.333333333333333
4_11_63,,"39.92264349001992, 32.87265552991769",5584/14,"Topraklık, Tepealtı Sk. No:7, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92264349001992,32.87265552991769,4.8
4_11_64,,"39.92245424418176, 32.87255360597923",5584/15,"Topraklık, Tepealtı Sk. No:5, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92245424418176,32.87255360597923,4.8
4_11_65,,"39.92229791026878, 32.87241949553388",5584/16,"Topraklık, Tepealtı Sk. No:3, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92229791026878,32.87241949553388,4.8
4_11_66,,"39.922147740135735, 32.87231279248612",5584-01-01 00:00:00,"Topraklık, Çamkoru Sk. No:23, 06590 Çankaya/Ankara",Konut + Ticaret,4.0,Değil,,,,,,4,39.922147740135735,32.87231279248612,6.066666666666666
4_11_67,,"39.92226087680395, 32.87211699123591",5584-02-01 00:00:00,"Topraklık, Çamkoru Sk. No:21, 06590 Çankaya/Ankara",Konut + Ticaret,3.0,Değil,,,,,,4,39.92226087680395,32.87211699123591,4.8
4_11_68,,"39.92242749592696, 32.87234229679867",5584-03-01 00:00:00,"Topraklık, Hoca Efendi Sk. No:6, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92242749592696,32.87234229679867,4.8
4_11_69,,"39.92258177252509, 32.872334250171946",8117-04-01 00:00:00,"Topraklık, Hoca Efendi Sk. No:8, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92258177252509,32.872334250171946,4.8
4_11_70,,"39.92271959265881, 32.87239057655899",5584-05-01 00:00:00,"Topraklık, Hoca Efendi Sk. No:10, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92271959265881,32.87239057655899,4.8
4_11_71,,"39.92281481091386, 32.87256039248614",5584-06-01 00:00:00,"Topraklık, Hoca Efendi Sk. No:12, 06590 Çankaya/Ankara",Konut,2.0,Değil,,,,,Dönem yapısı?,4,39.92281481091386,32.87256039248614,3.533333333333333
4_11_72,,"39.92312747602246, 32.87272668943837",5584-08-01 00:00:00,"Topraklık, Hoca Efendi Sk. No:16, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92312747602246,32.87272668943837,4.8
4_11_73,,"39.92328579668992, 32.87287101702378",5584-09-01 00:00:00,"Topraklık, Hoca Efendi Sk. No:18, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92328579668992,32.87287101702378,4.8
4_18_1,,"39.92926962144908, 32.87818406796455",2979-05-01 00:00:00,"Ertuğrulgazi, Kutlu Sokağı No:26, 06590 Çankaya/Ankara",Konut + Ticaret,6.0,Değil,,,,,,4,39.92926962144908,32.87818406796455,8.6
4_18_2,,"39.928994416269624, 32.877992900687815",2979-03-01 00:00:00,"Ertuğrulgazi, Seyhan Sk. No:7, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,Değil,,,,,,4,39.928994416269624,32.877992900687815,7.333333333333333
4_18_3,,"39.92880896545321, 32.87822130250702",2979-02-01 00:00:00,"Ertuğrulgazi, Seyhan Sk. No:9, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92880896545321,32.87822130250702,4.8
4_18_4,,"39.92892916511137, 32.87836685268202",2979-01-01 00:00:00,"Ertuğrulgazi, Kutlugün Cd. No:30, 06590 Çankaya/Ankara",Konut + Ticaret,5.0,Değil,,,,,,4,39.92892916511137,32.87836685268202,7.333333333333333
4_18_5,,"39.929090575748894, 32.87824817330856",2979-04-01 00:00:00,"Ertuğrulgazi, Kutlugün Cd. No:28, 06590 Çankaya/Ankara",Konut + Ticaret,6.0,Değil,,,,,,4,39.929090575748894,32.87824817330856,8.6
4_18_6,,"39.929473246133874, 32.878103601697326",2979-06-01 00:00:00,"Ertuğrulgazi, Kutlugün Cd. No:24, 06590 Çankaya/Ankara",Konut + Ticaret,4.0,Değil,,,,,,4,39.929473246133874,32.878103601697326,6.066666666666666
4_18_7,Ankara Büyükşehir Belediyesi Halk Ekmek Büfesi,"39.9297961648498, 32.877926575909484",80125/1,"Ertuğrulgazi, Kutlugün Cd., 06590 Çankaya/Ankara",Ticaret,1.0,Değil,,,,,,4,39.9297961648498,32.877926575909484,2.2666666666666666
4_18_8,,"39.92850077900767, 32.878298526834186",2975/15,"Ertuğrulgazi, Seyhan Sk. No:11, 06590 Çankaya/Ankara",Konut + Ticaret,4.0,Değil,,,,,Diğer kottan 6 katlı,4,39.92850077900767,32.878298526834186,6.066666666666666
4_18_9,,"39.928272469258395, 32.878180509642284",2975/14,"Ertuğrulgazi, Seyhan Sk. No:13, 06590 Çankaya/Ankara",Konut + Ticaret,3.0,Değil,,,,,Diğer kotta altında dükkanlar var 6 katlı,4,39.928272469258395,32.878180509642284,4.8
4_18_10,,"39.9281490582659, 32.878542607844615",2975/13,"Ertuğrulgazi, Seyhan Sk. No:15, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,Dönem yapısı?,4,39.9281490582659,32.878542607844615,6.066666666666666
4_18_11,,"39.9278610984186, 32.878220742775795",2975-12-01 00:00:00,"Ertuğrulgazi, Seyhan Sk. No:17, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,4,39.9278610984186,32.878220742775795,6.066666666666666
4_18_12,,"39.92770271997271, 32.87837899310487",2975-11-01 00:00:00,"Ertuğrulgazi, Seyhan Sk. No:19, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92770271997271,32.87837899310487,7.333333333333333
4_18_13,,"39.92753817056004, 32.87844336613301",2975/35,"Ertuğrulgazi, Seyhan Sk. No:21-23, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92753817056004,32.87844336613301,7.333333333333333
4_18_14,,"39.9274270749862, 32.87872232214088",2975-09-01 00:00:00,"Ertuğrulgazi, Seyhan Sk. No:25, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.9274270749862,32.87872232214088,7.333333333333333
4_18_15,,"39.92728309369446, 32.87877864851927",2975-08-01 00:00:00,"Ertuğrulgazi, Seyhan Sk. No:27, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,,4,39.92728309369446,32.87877864851927,4.8
4_18_16,,"39.92710825886293, 32.878826928279594",2975/32,"Ertuğrulgazi, Seyhan Sk. No:29, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,4,39.92710825886293,32.878826928279594,6.066666666666666
4_18_17,,"39.9269827888851, 32.87889130129336",2975/30,"Ertuğrulgazi, Seyhan Sk. No:31, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,4,39.9269827888851,32.87889130129336,6.066666666666666
4_18_18,,"39.92683469287283, 32.878923487810304",2975-05-01 00:00:00,"Ertuğrulgazi, Seyhan Sk. No:33, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,4,39.92683469287283,32.878923487810304,6.066666666666666
4_18_19,,"39.9266968810226, 32.87905759825564",2975/29,"Ertuğrulgazi, Seyhan Sk. No:35, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.9266968810226,32.87905759825564,7.333333333333333
4_18_20,,"39.92659814996246, 32.87903077618073",2975/28,"Ertuğrulgazi, Seyhan Sk. No:37, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,4,39.92659814996246,32.87903077618073,6.066666666666666
4_18_21,,"39.92646509200327, 32.878872026818094",2975/27,"Ertuğrulgazi, Seyhan Sk. No:39, 06590 Çankaya/Ankara",Konut,4.0,Değil,,,,,,4,39.92646509200327,32.878872026818094,6.066666666666666
4_18_22,,"39.92637093848625, 32.87903235015737",2975/26,"Ertuğrulgazi, Seyhan Sk. No:41, 06590 Çankaya/Ankara",Konut,3.0,Değil,,,,,Dönem yapısı?,4,39.92637093848625,32.87903235015737,4.8
4_18_23,,"39.92622373854374, 32.879115463650486",2975-02-01 00:00:00,"Ertuğrulgazi, Seyhan Sk. No:43, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,,4,39.92622373854374,32.879115463650486,7.333333333333333
4_18_24,,"39.926107510934166, 32.879308845859406",2975-01-01 00:00:00,"Ertuğrulgazi, Erdem Cd. No:27, 06590 Çankaya/Ankara",Konut,5.0,Değil,,,,,Kentsel dönüşüm sonrası yeni yapı? ,4,39.926107510934166,32.879308845859406,7.333333333333333
